,result,refined_reviews
690,1,This is truly an art movie--it actually has a lot of art in it.  
691,1,Go rent it.  
692,1,"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  "
693,1,"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  "
694,1,Brilliance indeed.  
695,1,"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  "
696,1,Think of the film being like a dream.  
697,1,Simply beautiful.  
698,1,Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  
699,1,"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  "
700,1,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  
701,0,"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  "
702,0,"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  "
703,0,The movie seemed a little slow at first.  
704,1,But it picked up speed and got right to the point.  
705,1,"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  "
706,1,I enjoyed it.  
707,1,I have recommended it to friends.  
708,1,I was particularly pleased with the acting ability of Dwight Schultz.  
709,1,"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  "
710,1,"Their on-screen chemistry, critical to the entire film, is genuine.  "
711,1,"The film's dialogue is natural, real to life.  "
712,1,"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  "
713,1,The incredible soundtrack truly captures the essence of the film.  
714,1,"Each track commands sentiment, actually contributing to the scenes and characters.  "
715,1,Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  
716,1,"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  "
717,1,"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  "
718,1,Enough can not be said of the remarkable animation in this film.  
719,1,The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  
720,0,"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  "
721,0,"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  "
722,0,If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  
723,1,"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  "
724,1,"Just consider the excellent story, solid acting and look of the film as added bonuses.  "
725,0,"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  "
726,1,"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  "
727,1,It is a very well acted and done TV Movie.  
728,1,Judith Light is one of my favorite actresses and I think she does a superb job in this film!  
729,1,I keep watching it over and over.  
730,1,"It's a sad movie, but very good.  "
731,1,"If you have not seen this movie, I definitely recommend it!  "
732,1,"She is as lovely as usual, this cutie!  "
733,1,Still it's quite interesting and entertaining to follow.  
734,1,;) Recommend with confidence!  
735,1,This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  
736,1,It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  
737,1,":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  "
738,1,"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  "
739,1,Fans of the genre will be in heaven.  
740,1,Lange had become a great actress.  
741,1,It looked like a wonderful story.  
742,0,I never walked out of a movie faster.  
743,0,I just got bored watching Jessice Lange take her clothes off!  
744,0,"Unfortunately, any virtue in this film's production work was lost on a regrettable script.  "
745,0,"In a word, it is embarrassing.  "
746,0,Exceptionally bad!  
747,0,All in all its an insult to one's intelligence and a huge waste of money.  
0,0,"It's like Siri, in fact, Siri answers more accurately then Alexa.  I don't see a real need for it in my household, though it was a good bargain on prime day deals."
1,0,Sound is terrible if u want good music too get a bose
2,0,Not much features.
3,0,"Stopped working after 2 weeks ,didn't follow commands!? Really fun when it was working?"
4,0,Sad joke. Worthless.
5,0,"Really disappointed Alexa has to be plug-in to wall socket all the time.  My fault for not checking this, but made the assumption that a company has technologically advanced as Amazon would sell this product with a rechargeable battery.  If I could return it, I would as my Apple music and boom speaker give me more flexibility the Alexa."
6,0,It's got great sound and bass but it doesn't work all of the time. Its still hot or miss when it recognizes things
7,0,"I am not super impressed with Alexa. When my Prime lapsed, she wouldn't play anything. She isn't smart enough to differentiate among spotify accounts so we can't use it for that either. She randomly speaks up when nobody is talking to her. Just today I unplugged her...not sure I'll ever use my Alexa again."
